X_inv_KCI_p,X_inv_KCI_rej,X_inv_KCI_time,Y_inv_KCI_p,Y_inv_KCI_rej,Y_inv_KCI_time,Z_inv_KCI_p,Z_inv_KCI_rej,Z_inv_KCI_time,NP_KCI_p,NP_KCI_rej,NP_KCI_time
0.085,false,0.071321385,0.03,true,0.067391166,0.085,false,0.076267903,0.155,false,0.07457722
0.13,false,0.076133008,0.13,false,0.072240184,0.08,false,0.075607408,0.115,false,0.073470721
0.0,true,0.076259282,0.0,true,0.070724665,0.06,false,0.078795767,0.165,false,0.074322705
0.125,false,0.076536701,0.165,false,0.067048239,0.135,false,0.07289,0.0,true,0.0749728
0.04,true,0.071632927,0.055,false,0.06645022,0.1,false,0.074377302,0.105,false,0.079651095
0.05,true,0.070541604,0.065,false,0.076573686,0.09,false,0.077721008,0.0,true,0.083155632
0.0,true,0.07130116,0.125,false,0.070372117,0.125,false,0.077648443,0.155,false,0.077339686
0.145,false,0.06757322,0.09,false,0.071841002,0.1,false,0.072265404,0.14,false,0.081821157
0.125,false,0.065934796,0.125,false,0.070510989,0.0,true,0.074747377,0.06,false,0.075296631
0.025,true,0.073408255,0.09,false,0.069925004,0.12,false,0.08212767,0.0,true,0.074645153
0.0,true,0.068857133,0.125,false,0.066340922,0.0,true,0.073200223,0.12,false,0.079363929
0.125,false,0.072215133,0.07,false,0.069003879,0.07,false,0.071842239,0.095,false,0.078475374
0.0,true,0.071719077,0.095,false,0.065696856,0.12,false,0.075743875,0.17,false,0.074396574
0.0,true,0.070840729,0.17,false,0.068231632,0.11,false,0.07355768,0.165,false,0.075466389
0.16,false,0.070694866,0.19,false,0.068545741,0.165,false,0.076286057,0.09,false,0.070667301
0.165,false,0.087756092,0.055,false,0.06992916,0.13,false,0.081018157,0.15,false,0.075771137
0.0,true,0.081158346,0.21,false,0.07086116,0.18,false,0.076433407,0.1,false,0.07225038
0.16,false,0.08169937,0.165,false,0.067070002,0.14,false,0.073839423,0.155,false,0.082851609
0.085,false,0.079211351,0.08,false,0.067521153,0.095,false,0.07399538,0.15,false,0.073383695
0.1,false,0.079535269,0.125,false,0.069846801,0.09,false,0.076425115,0.165,false,0.078613977
0.0,true,0.079142395,0.1,false,0.067995826,0.155,false,0.074170752,0.095,false,0.076613097
0.075,false,0.084048071,0.09,false,0.072163497,0.165,false,0.082268523,0.115,false,0.076953022
0.0,true,0.08207253,0.05,true,0.069127158,0.13,false,0.075631541,0.0,true,0.075385627
0.04,true,0.07770795,0.035,true,0.067130997,0.08,false,0.075427496,0.105,false,0.083244009
0.065,false,0.074285985,0.11,false,0.069604532,0.12,false,0.07296795,0.035,true,0.076154337
0.125,false,0.069471798,0.0,true,0.074683079,0.15,false,0.073343562,0.0,true,0.07488263
0.135,false,0.072019252,0.15,false,0.07596148,0.12,false,0.073538059,0.035,true,0.073927593
0.01,true,0.074642988,0.13,false,0.067200649,0.12,false,0.078339817,0.145,false,0.073016637
0.045,true,0.075636527,0.0,true,0.069642858,0.1,false,0.072478651,0.105,false,0.071522609
0.16,false,0.074078429,0.135,false,0.071488414,0.1,false,0.072082367,0.095,false,0.079388792
0.0,true,0.07381961,0.105,false,0.066916054,0.12,false,0.073435597,0.0,true,0.079279092
0.115,false,0.075728794,0.12,false,0.06600383,0.115,false,0.073729342,0.09,false,0.07657999
0.0,true,0.075477326,0.055,false,0.070550514,0.115,false,0.077893965,0.065,false,0.072800405
0.0,true,0.075498556,0.095,false,0.070652136,0.12,false,0.076332573,0.075,false,0.076335061
0.015,true,0.077325047,0.06,false,0.067403129,0.11,false,0.077605533,0.0,true,0.074694856
0.0,true,0.075389838,0.005,true,0.066433311,0.07,false,0.072925829,0.115,false,0.072407204
0.13,false,0.076138404,0.165,false,0.075266364,0.175,false,0.076177969,0.145,false,0.078919251
0.105,false,0.076743822,0.0,true,0.070193404,0.16,false,0.075337552,0.125,false,0.077318289
0.0,true,0.076089221,0.105,false,0.072430091,0.055,false,0.074111255,0.0,true,0.074973257
0.0,true,0.075088298,0.025,true,0.064645606,0.11,false,0.076127483,0.075,false,0.072475718
0.045,true,0.076157093,0.0,true,0.066062391,0.13,false,0.076347257,0.125,false,0.075153816
0.07,false,0.071940099,0.0,true,0.067970298,0.06,false,0.074900526,0.06,false,0.067356731
0.02,true,0.075214309,0.075,false,0.06888615,0.14,false,0.074573961,0.145,false,0.077516407
0.01,true,0.07517258,0.105,false,0.06673635,0.095,false,0.075580842,0.08,false,0.072839987
0.13,false,0.071607457,0.0,true,0.073628198,0.175,false,0.077143288,0.0,true,0.071243663
0.155,false,0.076471061,0.07,false,0.074714585,0.15,false,0.077400353,0.1,false,0.072778797
0.065,false,0.071718689,0.135,false,0.073629914,0.13,false,0.076024223,0.04,true,0.070353416
0.115,false,0.075616112,0.12,false,0.071471306,0.1,false,0.073186024,0.065,false,0.069961137
0.115,false,0.075448831,0.08,false,0.071893638,0.14,false,0.076784844,0.0,true,0.075923601
0.05,true,0.076029272,0.0,true,0.072112955,0.08,false,0.074540417,0.125,false,0.070846346
0.0,true,0.074197333,0.1,false,0.075325238,0.075,false,0.075881605,0.1,false,0.069249545
0.09,false,0.077988951,0.05,true,0.074169907,0.0,true,0.077851858,0.0,true,0.074470163
0.125,false,0.075912408,0.075,false,0.071039376,0.15,false,0.078948946,0.02,true,0.068760969
0.0,true,0.078756676,0.0,true,0.071770714,0.08,false,0.075498932,0.11,false,0.073247065
0.155,false,0.071234978,0.195,false,0.073399874,0.195,false,0.075973505,0.0,true,0.070244885
0.11,false,0.074546159,0.0,true,0.076517993,0.135,false,0.074432465,0.08,false,0.075417242
0.0,true,0.075273591,0.06,false,0.076396169,0.04,true,0.075843778,0.13,false,0.072223856
0.12,false,0.074883656,0.03,true,0.070505928,0.13,false,0.07739804,0.14,false,0.073077396
0.12,false,0.077300611,0.015,true,0.070960261,0.015,true,0.076231213,0.11,false,0.077548103
0.0,true,0.074286126,0.13,false,0.070740064,0.095,false,0.076363171,0.0,true,0.078899859
0.0,true,0.075544925,0.145,false,0.073536257,0.065,false,0.073865743,0.12,false,0.078621877
0.1,false,0.073016451,0.1,false,0.073681597,0.055,false,0.078067769,0.035,true,0.082838037
0.0,true,0.078304779,0.13,false,0.076253637,0.11,false,0.071561488,0.05,true,0.075937585
0.05,true,0.076431237,0.13,false,0.072942332,0.24,false,0.072296708,0.0,true,0.083248324
0.145,false,0.076986395,0.135,false,0.071362786,0.125,false,0.074908542,0.095,false,0.07849351
0.0,true,0.077680596,0.385,false,0.068213523,0.115,false,0.070861991,0.075,false,0.075525087
0.14,false,0.070288327,0.0,true,0.072654055,0.125,false,0.071674939,0.1,false,0.076292159
0.01,true,0.073190185,0.06,false,0.069775855,0.01,true,0.071688947,0.03,true,0.081362737
0.135,false,0.072018417,0.035,true,0.07408948,0.145,false,0.070174883,0.105,false,0.078335331
0.0,true,0.07516434,0.1,false,0.070356235,0.14,false,0.0709311,0.13,false,0.076911479
0.055,false,0.077556975,0.105,false,0.072167215,0.09,false,0.070021615,0.16,false,0.080281987
0.145,false,0.075911574,0.0,true,0.075116612,0.075,false,0.077907599,0.11,false,0.078137992
0.0,true,0.077123862,0.025,true,0.075211581,0.1,false,0.068877791,0.12,false,0.081811701
0.065,false,0.071062785,0.075,false,0.073053809,0.035,true,0.06898308,0.125,false,0.07791987
0.0,true,0.075473906,0.17,false,0.073169604,0.165,false,0.069054184,0.105,false,0.080006289
0.0,true,0.078159719,0.1,false,0.069957909,0.11,false,0.069698486,0.115,false,0.082874608
0.165,false,0.081056887,0.0,true,0.072556408,0.105,false,0.072798764,0.0,true,0.086185969
0.17,false,0.074183565,0.0,true,0.076788748,0.115,false,0.076475396,0.075,false,0.075787895
0.145,false,0.070522735,0.115,false,0.076603666,0.115,false,0.070871424,0.04,true,0.079516664
0.0,true,0.073640113,0.14,false,0.074287489,0.125,false,0.069690746,0.115,false,0.08185766
0.12,false,0.074216038,0.0,true,0.077908514,0.115,false,0.070846937,0.13,false,0.081510601
0.13,false,0.072993603,0.015,true,0.071841396,0.16,false,0.069778541,0.115,false,0.078453578
0.0,true,0.078041532,0.02,true,0.072484605,0.065,false,0.075646123,0.08,false,0.078732751
0.045,true,0.074819686,0.06,false,0.072500286,0.105,false,0.081281634,0.045,true,0.080214435
0.14,false,0.07283666,0.02,true,0.075259092,0.085,false,0.076621447,0.0,true,0.08039895
0.095,false,0.072152871,0.13,false,0.074744082,0.16,false,0.0738213,0.045,true,0.078689919
0.08,false,0.071249249,0.13,false,0.07482925,0.07,false,0.074206079,0.145,false,0.08180688
0.045,true,0.07443987,0.03,true,0.073228382,0.1,false,0.072109297,0.045,true,0.083984303
0.0,true,0.074994012,0.14,false,0.073033831,0.03,true,0.074583012,0.07,false,0.084835539
0.0,true,0.074125581,0.06,false,0.069270942,0.155,false,0.074813546,0.035,true,0.0762223
0.0,true,0.073250747,0.06,false,0.068463562,0.115,false,0.078067102,0.13,false,0.07738147
0.125,false,0.076237241,0.105,false,0.07354399,0.1,false,0.071192525,0.135,false,0.081363534
0.0,true,0.072832624,0.035,true,0.078443904,0.11,false,0.073671572,0.13,false,0.084297169
0.045,true,0.07267728,0.165,false,0.070711299,0.09,false,0.071572156,0.0,true,0.083858163
0.0,true,0.077242509,0.145,false,0.076285555,0.15,false,0.073970728,0.06,false,0.078683069
0.09,false,0.077342206,0.02,true,0.073866347,0.105,false,0.076111932,0.0,true,0.074454562
0.0,true,0.076483516,0.115,false,0.0718485,0.11,false,0.073709578,0.12,false,0.077434533
0.055,false,0.073254561,0.165,false,0.077925601,0.175,false,0.080103385,0.125,false,0.074410604
0.14,false,0.072244108,0.16,false,0.075516058,0.14,false,0.073685803,0.02,true,0.076543974
0.0,true,0.073446968,0.135,false,0.075411908,0.09,false,0.077145869,0.12,false,0.075140773
0.195,false,0.075356784,0.0,true,0.072271247,0.16,false,0.076315509,0.155,false,0.07506402
0.15,false,0.076293065,0.08,false,0.069302441,0.115,false,0.075340963,0.055,false,0.072277811
0.05,true,0.071674701,0.05,true,0.075157039,0.09,false,0.079768968,0.0,true,0.08698435
0.0,true,0.073655643,0.05,true,0.076371116,0.105,false,0.077791727,0.115,false,0.083524957
0.0,true,0.071896394,0.17,false,0.079565603,0.145,false,0.074964447,0.09,false,0.083067531
0.0,true,0.069033392,0.105,false,0.072437327,0.08,false,0.073411494,0.08,false,0.080039731
0.0,true,0.069894843,0.14,false,0.071934305,0.16,false,0.074697011,0.12,false,0.075091613
0.09,false,0.070080986,0.08,false,0.070582322,0.17,false,0.075678434,0.13,false,0.073549549
0.09,false,0.06933492,0.01,true,0.071927889,0.115,false,0.077037826,0.14,false,0.071908435
0.11,false,0.070928403,0.125,false,0.076025435,0.0,true,0.078865658,0.085,false,0.073913439
0.15,false,0.07287199,0.08,false,0.077240369,0.145,false,0.075525672,0.1,false,0.074943981
0.0,true,0.066771764,0.075,false,0.070591799,0.16,false,0.07586623,0.07,false,0.077652563
0.0,true,0.075300441,0.15,false,0.072498009,0.075,false,0.075195942,0.0,true,0.075427669
0.165,false,0.06775277,0.155,false,0.069117003,0.06,false,0.072187383,0.085,false,0.07450941
0.065,false,0.066735056,0.04,true,0.068041719,0.075,false,0.071150082,0.09,false,0.075920478
0.08,false,0.072156241,0.085,false,0.069637145,0.1,false,0.076656174,0.0,true,0.075323072
0.0,true,0.066929682,0.125,false,0.073485472,0.095,false,0.071319531,0.095,false,0.074989271
0.04,true,0.068785038,0.16,false,0.068665107,0.085,false,0.073429493,0.1,false,0.076258208
0.05,true,0.074930475,0.065,false,0.067483842,0.145,false,0.069074018,0.065,false,0.071283428
0.0,true,0.067950476,0.09,false,0.067611997,0.14,false,0.070568254,0.17,false,0.076527927
0.0,true,0.069779824,0.01,true,0.067851914,0.155,false,0.067669826,0.065,false,0.074642976
0.145,false,0.073009163,0.135,false,0.068174669,0.11,false,0.075305858,0.05,true,0.078091764
0.185,false,0.075394094,0.14,false,0.072691929,0.07,false,0.067708165,0.145,false,0.082637903
0.0,true,0.074049546,0.215,false,0.067718665,0.0,true,0.07269822,0.08,false,0.080022225
0.04,true,0.072959228,0.11,false,0.069886623,0.105,false,0.067153432,0.08,false,0.083026942
0.08,false,0.076870627,0.015,true,0.06933723,0.095,false,0.072027098,0.05,true,0.080350832
0.155,false,0.075094448,0.1,false,0.070629873,0.105,false,0.068139119,0.12,false,0.079887604
0.03,true,0.073515598,0.025,true,0.071028905,0.09,false,0.076336842,0.1,false,0.076416396
0.09,false,0.071524582,0.14,false,0.071191925,0.0,true,0.073552623,0.08,false,0.073543897
0.055,false,0.073880807,0.015,true,0.066132544,0.095,false,0.071965275,0.11,false,0.08508337
0.0,true,0.074913212,0.065,false,0.066352336,0.0,true,0.071447535,0.06,false,0.081931548
0.12,false,0.071625529,0.11,false,0.067575916,0.065,false,0.069271777,0.09,false,0.084319042
0.125,false,0.069247815,0.07,false,0.066168301,0.115,false,0.06743737,0.125,false,0.075215776
0.185,false,0.067593747,0.03,true,0.069371581,0.125,false,0.072825939,0.0,true,0.081804321
0.0,true,0.071349576,0.16,false,0.073536069,0.0,true,0.078336464,0.135,false,0.081665348
0.16,false,0.072447084,0.055,false,0.069377785,0.065,false,0.071759387,0.12,false,0.081116011
0.03,true,0.070722044,0.04,true,0.069547605,0.0,true,0.071064184,0.0,true,0.087861326
0.15,false,0.073490918,0.1,false,0.06742397,0.09,false,0.069887977,0.145,false,0.077960508
0.05,true,0.070650495,0.035,true,0.068922977,0.115,false,0.074068279,0.0,true,0.078908468
0.145,false,0.072567287,0.15,false,0.069870439,0.12,false,0.06948994,0.115,false,0.079536781
0.0,true,0.079886139,0.13,false,0.070875288,0.125,false,0.072529982,0.1,false,0.077314249
0.195,false,0.076452412,0.145,false,0.068903621,0.0,true,0.069683509,0.0,true,0.07996687
0.125,false,0.074607525,0.14,false,0.06836332,0.0,true,0.07360712,0.145,false,0.081059546
0.02,true,0.069724847,0.185,false,0.067105147,0.155,false,0.069876895,0.13,false,0.075533991
0.14,false,0.063989692,0.05,true,0.065808257,0.075,false,0.070841469,0.065,false,0.067506894
0.135,false,0.069040031,0.115,false,0.068909132,0.14,false,0.0686396,0.075,false,0.069676107
0.015,true,0.069665785,0.105,false,0.069459324,0.105,false,0.074476208,0.13,false,0.069134883
0.095,false,0.069198441,0.105,false,0.070651731,0.0,true,0.071998975,0.095,false,0.070279974
0.07,false,0.072939979,0.11,false,0.066208561,0.16,false,0.072980923,0.0,true,0.07666996
0.0,true,0.070105426,0.035,true,0.07059704,0.125,false,0.077332733,0.135,false,0.065235493
0.0,true,0.072606473,0.06,false,0.067354487,0.0,true,0.077125449,0.06,false,0.073376043
0.1,false,0.071061409,0.105,false,0.068632306,0.14,false,0.077892737,0.045,true,0.070683917
0.055,false,0.0708189,0.11,false,0.073321664,0.1,false,0.080195285,0.12,false,0.069745638
0.1,false,0.067510759,0.145,false,0.068340568,0.105,false,0.074056708,0.035,true,0.074557708
0.02,true,0.06855397,0.0,true,0.069820691,0.075,false,0.07431178,0.0,true,0.077642254
0.055,false,0.066554569,0.05,true,0.067173114,0.115,false,0.079119031,0.0,true,0.070001941
0.005,true,0.069248952,0.015,true,0.071717218,0.065,false,0.074559092,0.015,true,0.070813487
0.095,false,0.069816527,0.18,false,0.069011203,0.18,false,0.076084656,0.145,false,0.071942337
0.09,false,0.073046328,0.095,false,0.072380233,0.115,false,0.079472405,0.02,true,0.075647232
0.0,true,0.075534472,0.01,true,0.068234714,0.06,false,0.08171994,0.14,false,0.075373922
0.0,true,0.076519727,0.04,true,0.070175738,0.0,true,0.075816703,0.0,true,0.077538556
0.135,false,0.074268697,0.03,true,0.066595394,0.08,false,0.074707305,0.015,true,0.077186208
0.13,false,0.069019516,0.095,false,0.064209157,0.195,false,0.07759939,0.11,false,0.072689589
0.105,false,0.071605686,0.085,false,0.070871919,0.16,false,0.076187016,0.0,true,0.073581712
0.16,false,0.07718092,0.12,false,0.075316423,0.11,false,0.071074566,0.09,false,0.069296599
0.06,false,0.077649902,0.06,false,0.068990051,0.1,false,0.077733409,0.055,false,0.07098722
0.12,false,0.077783982,0.115,false,0.067836907,0.09,false,0.073918671,0.0,true,0.073428826
0.18,false,0.075805948,0.16,false,0.065435855,0.03,true,0.072890508,0.135,false,0.074531688
0.055,false,0.068899164,0.055,false,0.067097523,0.135,false,0.075578755,0.16,false,0.070047566
0.09,false,0.072020481,0.025,true,0.069157464,0.14,false,0.074883004,0.0,true,0.067604482
0.0,true,0.065916161,0.125,false,0.065936732,0.135,false,0.076522173,0.05,true,0.073083695
0.135,false,0.071298446,0.145,false,0.071382152,0.07,false,0.085795057,0.12,false,0.072658034
0.04,true,0.069243686,0.11,false,0.070671522,0.145,false,0.072866652,0.13,false,0.068614862
0.145,false,0.070722687,0.09,false,0.068976866,0.135,false,0.07590326,0.14,false,0.07531133
0.06,false,0.067338683,0.035,true,0.070550279,0.085,false,0.078549473,0.095,false,0.071938564
0.12,false,0.072685684,0.175,false,0.07474705,0.17,false,0.072535832,0.165,false,0.070884702
0.085,false,0.075333896,0.0,true,0.070655425,0.085,false,0.076692226,0.12,false,0.070286663
0.07,false,0.07553564,0.055,false,0.069886165,0.095,false,0.076628602,0.115,false,0.067463762
0.055,false,0.071757727,0.0,true,0.070296809,0.065,false,0.075508953,0.0,true,0.073022156
0.055,false,0.074788806,0.02,true,0.064104782,0.0,true,0.076499983,0.12,false,0.073944369
0.105,false,0.071035752,0.185,false,0.06756185,0.13,false,0.074223777,0.08,false,0.070782498
0.0,true,0.074145674,0.135,false,0.068579089,0.115,false,0.080372347,0.16,false,0.07188634
0.16,false,0.076286611,0.105,false,0.065008296,0.11,false,0.075930842,0.17,false,0.071722433
0.1,false,0.07600907,0.065,false,0.07198164,0.11,false,0.079050497,0.0,true,0.073144421
0.21,false,0.07405369,0.15,false,0.066124418,0.16,false,0.080033425,0.14,false,0.072250449
0.0,true,0.081812547,0.08,false,0.07181597,0.08,false,0.080767404,0.355,false,0.073606737
0.0,true,0.079629586,0.15,false,0.070638449,0.125,false,0.072877996,0.05,true,0.072482616
0.12,false,0.077209445,0.145,false,0.078034107,0.0,true,0.081654332,0.105,false,0.070494178
0.0,true,0.075018317,0.095,false,0.069396618,0.09,false,0.074734296,0.11,false,0.070940562
0.115,false,0.079915367,0.105,false,0.073069551,0.15,false,0.074325702,0.18,false,0.076195474
0.1,false,0.070031977,0.06,false,0.07111462,0.15,false,0.078547575,0.13,false,0.079221882
0.075,false,0.071868387,0.06,false,0.068816673,0.09,false,0.078561276,0.125,false,0.078171689
0.19,false,0.070799692,0.0,true,0.075671781,0.125,false,0.076987558,0.175,false,0.083708203
0.0,true,0.070180872,0.03,true,0.072724842,0.0,true,0.079121558,0.135,false,0.078595416
0.0,true,0.07370797,0.05,true,0.07139094,0.14,false,0.076307294,0.01,true,0.077228952
0.055,false,0.066218231,0.065,false,0.076094455,0.085,false,0.074259502,0.075,false,0.078289824
0.02,true,0.069963074,0.04,true,0.07396145,0.09,false,0.074811558,0.09,false,0.07672723
0.04,true,0.069315555,0.0,true,0.072385568,0.185,false,0.071018331,0.185,false,0.072035691
0.0,true,0.071383265,0.08,false,0.071938154,0.125,false,0.078107836,0.14,false,0.079716309
0.055,false,0.068178418,0.12,false,0.072787927,0.135,false,0.074108428,0.0,true,0.075885303
0.05,true,0.066963167,0.115,false,0.071554474,0.035,true,0.071890367,0.13,false,0.075118556
0.085,false,0.070710164,0.0,true,0.07790438,0.13,false,0.078118077,0.075,false,0.075893053
0.06,false,0.068012345,0.05,true,0.079295135,0.08,false,0.073884366,0.095,false,0.075683124
0.06,false,0.076361112,0.19,false,0.07258731,0.105,false,0.074885254,0.205,false,0.07639692
0.145,false,0.070131376,0.0,true,0.076001458,0.075,false,0.075885831,0.08,false,0.077097547
0.0,true,0.06740369,0.11,false,0.069770218,0.145,false,0.075212358,0.105,false,0.074121927
0.15,false,0.066567198,0.17,false,0.076571545,0.05,true,0.074970576,0.18,false,0.078447707
0.185,false,0.069533193,0.155,false,0.076416356,0.15,false,0.07797087,0.175,false,0.079589334
0.05,true,0.067530329,0.185,false,0.072406525,0.17,false,0.083300199,0.175,false,0.074280552
0.1,false,0.072619002,0.135,false,0.068102403,0.145,false,0.072969312,0.0,true,0.075130936
0.0,true,0.067433788,0.07,false,0.069759938,0.085,false,0.074077214,0.035,true,0.07455286
0.0,true,0.069197414,0.325,false,0.071222299,0.0,true,0.080812087,0.13,false,0.074572189
0.04,true,0.071224307,0.15,false,0.065835228,0.12,false,0.073621403,0.16,false,0.075620496
0.045,true,0.07270704,0.095,false,0.065437803,0.06,false,0.069394423,0.1,false,0.075821485
0.0,true,0.069736328,0.15,false,0.067560913,0.02,true,0.071966728,0.155,false,0.07866073
0.105,false,0.071163082,0.075,false,0.069313744,0.07,false,0.076916634,0.045,true,0.083445758
0.095,false,0.073094964,0.025,true,0.067253317,0.125,false,0.076309387,0.14,false,0.080904191
0.04,true,0.069760532,0.15,false,0.065690189,0.125,false,0.072296344,0.085,false,0.079621897
0.0,true,0.069431796,0.125,false,0.067321014,0.105,false,0.072762086,0.0,true,0.076028979
0.18,false,0.076097786,0.0,true,0.075928749,0.17,false,0.074589297,0.175,false,0.07660411
0.0,true,0.076442552,0.0,true,0.070024911,0.155,false,0.074824171,0.0,true,0.079314152
0.045,true,0.076003933,0.03,true,0.068158167,0.105,false,0.079807572,0.095,false,0.07835966
0.0,true,0.076458892,0.12,false,0.068612742,0.06,false,0.076193043,0.075,false,0.074243636
0.0,true,0.076826062,0.0,true,0.070121416,0.105,false,0.076242589,0.135,false,0.079844607
0.125,false,0.070871309,0.14,false,0.074279905,0.23,false,0.077322105,0.165,false,0.078166388
0.0,true,0.071492096,0.09,false,0.069259813,0.0,true,0.078641391,0.16,false,0.074672181
0.0,true,0.073063547,0.155,false,0.06679678,0.09,false,0.073557626,0.1,false,0.073716275
0.1,false,0.076426515,0.0,true,0.068167384,0.06,false,0.079603529,0.1,false,0.076001126
0.0,true,0.080939719,0.135,false,0.069347523,0.0,true,0.069111483,0.1,false,0.074360759
0.0,true,0.074827656,0.07,false,0.067954044,0.12,false,0.069001684,0.08,false,0.082129742
0.14,false,0.071122984,0.065,false,0.074345099,0.0,true,0.070571298,0.11,false,0.074695139
0.14,false,0.071591356,0.175,false,0.072611773,0.16,false,0.071189343,0.14,false,0.076000642
0.03,true,0.077755017,0.06,false,0.068878035,0.125,false,0.070994071,0.055,false,0.076866272
0.085,false,0.075665492,0.23,false,0.065122031,0.15,false,0.072309732,0.155,false,0.0716671
0.06,false,0.073009753,0.09,false,0.064453928,0.19,false,0.071936265,0.05,true,0.079053577
0.0,true,0.073410283,0.075,false,0.070118664,0.155,false,0.073902352,0.115,false,0.082302374
0.16,false,0.072752518,0.16,false,0.076897319,0.145,false,0.073974644,0.09,false,0.076080155
0.075,false,0.074337835,0.09,false,0.068535306,0.125,false,0.071211821,0.01,true,0.074294742
0.0,true,0.076218595,0.12,false,0.071965145,0.12,false,0.074244056,0.07,false,0.07766385
0.145,false,0.079898328,0.0,true,0.066257692,0.18,false,0.072629288,0.13,false,0.073746372
0.065,false,0.077497212,0.105,false,0.070903268,0.12,false,0.075480856,0.13,false,0.079650368
0.145,false,0.071871422,0.16,false,0.067666166,0.14,false,0.07190125,0.125,false,0.077774468
0.145,false,0.073039873,0.07,false,0.073193982,0.06,false,0.06903407,0.095,false,0.076787787
0.0,true,0.072857412,0.04,true,0.070442799,0.12,false,0.070006389,0.05,true,0.07532156
0.0,true,0.07332757,0.165,false,0.069291543,0.135,false,0.070171438,0.105,false,0.075060921
0.055,false,0.0769696,0.11,false,0.068312296,0.17,false,0.070133591,0.05,true,0.073230552
0.0,true,0.071967476,0.07,false,0.064246176,0.0,true,0.072605018,0.135,false,0.071504497
0.05,true,0.073673573,0.08,false,0.069697786,0.07,false,0.072132782,0.1,false,0.076533732
0.0,true,0.073218866,0.0,true,0.070977472,0.055,false,0.071306719,0.08,false,0.072717164
0.145,false,0.073706497,0.155,false,0.068126207,0.12,false,0.067737529,0.11,false,0.067240199
0.0,true,0.073171275,0.03,true,0.065794288,0.145,false,0.072288661,0.125,false,0.069437874
0.0,true,0.080783529,0.07,false,0.068365689,0.135,false,0.070735812,0.075,false,0.069008522
0.0,true,0.073700279,0.14,false,0.068023842,0.135,false,0.076806819,0.035,true,0.071504379
0.03,true,0.070776385,0.0,true,0.066768368,0.16,false,0.069882812,0.145,false,0.071378656
0.12,false,0.074164113,0.175,false,0.071636078,0.085,false,0.068756348,0.0,true,0.082020684
0.115,false,0.073571069,0.075,false,0.069427896,0.075,false,0.072912627,0.155,false,0.074770476
0.07,false,0.070812524,0.13,false,0.075262335,0.13,false,0.072264295,0.05,true,0.074187431
0.16,false,0.078987077,0.105,false,0.074193356,0.12,false,0.071297179,0.07,false,0.07587855
0.155,false,0.075506145,0.165,false,0.072727761,0.16,false,0.075221782,0.14,false,0.075214691
0.145,false,0.075953459,0.0,true,0.072314689,0.155,false,0.075171272,0.0,true,0.079319757
0.0,true,0.071813885,0.045,true,0.078950897,0.085,false,0.071313005,0.065,false,0.077180598
0.09,false,0.069095035,0.085,false,0.067919463,0.105,false,0.069174961,0.085,false,0.079538774
0.165,false,0.076348009,0.075,false,0.075682256,0.175,false,0.073369295,0.15,false,0.073767167
0.0,true,0.073267109,0.04,true,0.074661088,0.095,false,0.068633807,0.09,false,0.076591843
0.055,false,0.069820409,0.125,false,0.073941187,0.0,true,0.070751058,0.07,false,0.076214998
0.035,true,0.074441849,0.135,false,0.072523389,0.105,false,0.075001808,0.07,false,0.073946502
0.03,true,0.07095352,0.11,false,0.079068974,0.105,false,0.068546568,0.145,false,0.07918949
0.1,false,0.078274581,0.07,false,0.069699684,0.08,false,0.073525943,0.065,false,0.080837977
0.07,false,0.073560164,0.09,false,0.068927407,0.07,false,0.069035969,0.065,false,0.074690994
0.0,true,0.080473035,0.18,false,0.071498755,0.16,false,0.070119303,0.2,false,0.079534961
0.04,true,0.073269382,0.085,false,0.068982164,0.105,false,0.072157697,0.13,false,0.07387342
0.0,true,0.075892517,0.01,true,0.067874662,0.13,false,0.07872422,0.12,false,0.070733443
0.13,false,0.070410786,0.125,false,0.070024321,0.16,false,0.074231722,0.0,true,0.075581225
0.18,false,0.067032797,0.075,false,0.072830878,0.145,false,0.067618757,0.18,false,0.077108842
0.37,false,0.072584507,0.05,true,0.069443122,0.105,false,0.07184518,0.055,false,0.071100671
0.0,true,0.073726644,0.125,false,0.067163522,0.12,false,0.073023781,0.025,true,0.072130581
0.0,true,0.067406699,0.155,false,0.066395856,0.145,false,0.069533085,0.065,false,0.073882056
0.06,false,0.068206305,0.085,false,0.068974197,0.195,false,0.074209961,0.15,false,0.073896224
0.0,true,0.071313971,0.0,true,0.06886888,0.065,false,0.069803342,0.065,false,0.069542675
0.06,false,0.069048456,0.0,true,0.072207152,0.065,false,0.075676195,0.125,false,0.076734658
0.12,false,0.067158927,0.0,true,0.070823297,0.145,false,0.068503949,0.065,false,0.072034482
0.14,false,0.076119373,0.03,true,0.066970113,0.105,false,0.069369951,0.17,false,0.070905967
0.125,false,0.068075343,0.16,false,0.068729834,0.0,true,0.075398098,0.145,false,0.069895111
0.0,true,0.067242683,0.0,true,0.069116946,0.115,false,0.083835865,0.15,false,0.071562459
0.0,true,0.074484357,0.135,false,0.072053046,0.175,false,0.081905,0.095,false,0.073407707
0.11,false,0.071556856,0.21,false,0.071363771,0.245,false,0.081658588,0.17,false,0.072024115
0.145,false,0.071625009,0.14,false,0.071261438,0.095,false,0.07247418,0.135,false,0.070866532
0.0,true,0.076375151,0.08,false,0.066422485,0.115,false,0.076255014,0.1,false,0.070107815
